,Year,StateAbbr,StateDesc,CityName,GeographicLevel,UniqueID,DataValueTypeID,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CityFIPS,TractFIPS
323,2016,CA,California,Los Angeles,Census Tract,0644000-06037139701,CrdPrv,8.2,7.2,9.5,"4,920","(34.1573447914, -118.495720434)",644000.0,6037139701
324,2016,CA,California,Los Angeles,Census Tract,0644000-06037139702,CrdPrv,8.1,7.3,9.0,"6,250","(34.1408220516, -118.506248572)",644000.0,6037139702
325,2016,CA,California,Los Angeles,Census Tract,0644000-06037139703,CrdPrv,8.8,8.0,9.6,"2,943","(34.1445797769, -118.532077973)",644000.0,6037139703
326,2016,CA,California,Los Angeles,Census Tract,0644000-06037139801,CrdPrv,8.0,7.0,9.2,"3,539","(34.1527208655, -118.545580318)",644000.0,6037139801
327,2016,CA,California,Los Angeles,Census Tract,0644000-06037139802,CrdPrv,8.6,7.5,9.9,"3,865","(34.142865054, -118.556356076)",644000.0,6037139802
328,2016,CA,California,Los Angeles,Census Tract,0644000-06037141101,CrdPrv,9.4,8.4,10.5,"4,066","(34.1515460471, -118.426650559)",644000.0,6037141101
329,2016,CA,California,Los Angeles,Census Tract,0644000-06037141102,CrdPrv,9.3,8.3,10.4,"2,869","(34.1490974052, -118.432312597)",644000.0,6037141102
330,2016,CA,California,Los Angeles,Census Tract,0644000-06037141201,CrdPrv,10.5,9.3,11.9,"3,707","(34.1527266657, -118.442434782)",644000.0,6037141201
331,2016,CA,California,Los Angeles,Census Tract,0644000-06037141202,CrdPrv,9.5,8.4,10.8,"2,800","(34.1471798018, -118.442360268)",644000.0,6037141202
332,2016,CA,California,Los Angeles,Census Tract,0644000-06037141302,CrdPrv,9.7,8.6,10.9,"5,504","(34.1536798474, -118.462830059)",644000.0,6037141302
333,2016,CA,California,Los Angeles,Census Tract,0644000-06037141303,CrdPrv,10.0,9.0,11.2,"3,089","(34.1549353111, -118.455247608)",644000.0,6037141303
334,2016,CA,California,Los Angeles,Census Tract,0644000-06037141304,CrdPrv,9.9,8.9,11.1,"2,738","(34.1509933081, -118.452630247)",644000.0,6037141304
